PC1,PC2,PC3,Time,Amount,Class
-39.40182525024653,-2.51870318202242,6.849817252330314,41607.0,53.95,1
-8.955948764312549,3.245017010290426,-3.596595727602465,41646.0,172.32,1
-0.22907662887168279,2.4537379410116094,-0.8028006712642035,41743.0,802.52,1
-14.583599955367685,2.337440117579983,3.871370885795036,41791.0,99.99,1
-41.284289115724775,-8.36250233482708,5.328445386724697,41851.0,139.9,1
-41.741506908176945,-8.758278222054935,5.939037223068922,41870.0,1.0,1
-9.62778932497272,2.981742005985449,-3.258678287702029,41991.0,1.0,1
-1.3490095816645287,4.313286911571982,-5.049539166903788,42247.0,1.0,1
-2.4020499716760924,1.0360628672477694,-5.31700462466659,42474.0,1.0,1
-14.387540893878889,8.035926833411295,-5.9341017485076755,42985.0,1.0,1
-15.050066338805888,7.604469300080911,-4.603754188166831,42988.0,648.0,1
0.5072562400893883,2.3650548686669013,-1.108334464463976,43028.0,204.27,1
-6.30327579958478,3.115418918560426,-4.667947439564551,43369.0,88.0,1
0.5064079471363332,2.705400353417294,-1.9082804020925346,43494.0,24.9,1
-10.103500482803184,2.6174509434757347,-2.5407570330906433,44393.0,1.0,1
9.683939606185048,-0.958802656956162,1.3111902328221323,44532.0,1.0,1
0.3575793465285759,2.291269477482013,-2.9447364889736027,45463.0,1.0,1
9.21639525148245,-0.5481657247611718,0.5629647153675784,45501.0,105.99,1
-0.06549447170965728,1.8915935058264526,-2.329422732090311,45541.0,1.0,1
0.23719872158828714,2.7964983821603147,-1.8355985547088831,46057.0,1.0,1
-0.23267547211152184,2.387955328234381,-1.1226699763598769,46149.0,1.0,1
9.1012072892198,-0.6070516302496948,0.6010698340251934,46925.0,1.0,1
9.184631948993019,-0.41517626502576055,0.4948362867018514,47545.0,0.76,1
9.0994346862651,-0.6484270997586281,0.46663338423342426,47826.0,7.58,1
0.2633454711661596,2.9044030477950944,-2.0106973729494024,47923.0,0.76,1
-0.12186140340499563,2.4171588049363533,-1.14487292235232,47982.0,0.76,1
9.019467893429127,-1.261026720691408,1.346081316273201,48380.0,208.58,1
9.222778345619869,-0.4954402365729247,0.4859195419024236,48533.0,1.0,1
0.34549704866214626,2.1375923170019635,-1.1102510075885312,48884.0,19.73,1
2.2411599156039177,1.298154249817737,-0.20557471903655955,49985.0,360.0,1
-15.543436718299166,1.4368362501239242,5.675979849662824,50706.0,99.99,1
-16.041107316183044,0.9718237423388674,6.607544785547162,50808.0,99.99,1
-16.536213251214598,0.5143654584885746,7.540061910930993,51112.0,99.99,1
-17.031332587739435,0.056906237346379784,8.472567228143195,51135.0,99.99,1
-17.526462812977464,-0.40055374534542154,9.405062951215891,51155.0,99.99,1
9.41017833692754,-0.7158868993560292,1.1388784700241692,52814.0,519.9,1
8.998300495070195,-0.33559965100485467,0.15045406704122266,52934.0,0.76,1
0.16351949269490973,3.0506428380796144,-2.3405405744807277,53031.0,0.76,1
9.617034060323542,-0.728700621777941,0.9488811121840832,53076.0,1.18,1
0.41199360306075405,2.8550919384942817,-1.8218996640116034,53451.0,8.0,1
0.19111084021440305,2.6197899659239434,-1.8883362580417626,53658.0,0.0,1
-0.06718575872143973,2.0203557237549483,-0.6067676712370014,53727.0,112.45,1
-0.5436593979530002,-0.5618972449515851,-1.6316617485210225,53937.0,261.87,1
8.947625568264431,-1.27136258193526,1.788788545198204,54846.0,1.79,1
-15.461705654051109,7.075812214180816,-3.8386681089530565,55279.0,1.0,1
-15.942186321464689,6.772970689299485,-3.3854362562352316,55311.0,0.83,1
-17.03033517575523,3.5022741837327347,-3.677771547821525,55614.0,0.83,1
-17.54828173243804,3.1140519591979707,-2.7068788111156943,55618.0,130.44,1
8.319589895253085,-3.184086802886885,-0.43028120469299247,55760.0,311.91,1
0.22925111648981122,2.106782698814839,-2.7221832721744237,56098.0,170.92,1
-17.809745355491742,2.5754325716597926,-1.9218962329804057,56624.0,153.46,1
-18.23519809352506,2.110965370204671,-1.2211482089625025,56650.0,7.52,1
-3.8409289060771297,4.761383149993665,-4.017850827948481,56806.0,1.0,1
-3.3603200968668308,4.293693123694858,-3.0973597421613412,56887.0,5.0,1
-3.6186393751021466,3.7803329909972447,-2.2081327422692114,57007.0,0.01,1
-4.1035353594932555,3.248683127063213,-1.066126848515126,57027.0,444.17,1
-20.056848617725986,-3.813704141568318,-2.5502585064506755,57163.0,1.0,1
-5.963080693868562,2.3005579107356224,-5.783117679493714,58060.0,1.0,1
6.9419757235062445,-1.9983108412227057,-3.1684726423204035,58067.0,1.0,1
-0.1109406919286382,3.2426098994149726,-2.58856493140578,58199.0,1.75,1
9.211814433746083,-0.4663820746742481,0.1615300500740715,58217.0,5.09,1
-0.31466944632429517,2.5073036065045184,-1.0536140030305086,58222.0,270.0,1
-4.93822121950933,0.6738332664013995,-2.499963982034348,58642.0,113.92,1
-6.785084135213484,2.711493340823628,-4.158408476540248,58822.0,45.64,1
-0.15265538904460563,2.718397457102369,-1.0560342679779693,59011.0,1389.56,1
-0.7028052450378848,2.123917652650734,-0.13452947634125723,59385.0,18.98,1
0.18198904163884322,2.929465812202122,-1.9718059606696603,59669.0,6.27,1
-1.2093589671565041,-0.18905267523556335,3.680083352787129,59777.0,319.2,1
-5.290906616675866,5.084474924237971,-4.0595283797953705,59840.0,5.91,1
-5.872023035780888,4.702952219982994,-3.1110140453824684,60353.0,454.82,1
0.1592497383624636,2.319199340957828,-2.1242207650311453,61108.0,101.5,1
3.2282850756644885,1.4487997192470154,-1.5850695367575727,61646.0,19.04,1
-1.811825718925709,3.1336331259762655,-2.1493350693690685,62059.0,6.62,1
-2.0086766047213835,2.432619266111096,-0.7435952608809553,62080.0,180.0,1
8.523465332885548,0.08459278924710611,-0.5831184979936295,62330.0,1.0,1
-11.5571856257333,4.748203827456569,-2.7670689389138126,62341.0,1.1,1
-6.81492218121117,4.1271527659636185,-1.498325207743309,62467.0,1402.16,1
9.540951405209094,-0.6818043802996521,0.7754897557021717,63578.0,290.18,1
-11.877112287802778,4.1738378655436605,-1.4348701826261403,64093.0,294.9,1
-0.062224981929395184,2.4450468308353144,-3.425456614900054,64412.0,1.0,1
8.836637925255703,-0.20727585572746499,0.02596144169917558,64443.0,0.0,1
8.877033994750326,-0.18858932872038403,0.008507384703254628,64585.0,0.0,1
-7.861058720457301,3.6687243621423233,-0.6075992784343789,64785.0,720.38,1
9.735312856169648,-0.8208496277783752,1.140249025528791,65358.0,31.91,1
-1.2717990118067881,-1.2263940564417495,-2.3488470608369925,65385.0,1354.25,1
9.411349640243978,-0.6330266943957832,0.9042074314631496,65728.0,98.01,1
-0.21893361885121898,1.8085865955393863,-1.1916625332872133,65936.0,101.5,1
0.2296958261679265,2.9445308494854876,-2.134241239505144,66037.0,7.53,1
-0.2991838324044611,2.4075220595463374,-0.8297071927465371,67150.0,489.71,1
9.39835472353907,-1.0817650245397232,1.6693512899104777,67571.0,549.06,1
9.243361048139299,-1.203852681558269,1.429879606105897,67857.0,320.0,1
-17.738574431504954,-30.03076028581303,-30.90486365821991,68207.0,1.0,1
-17.738574431504954,-30.03076028581303,-30.90486365821991,68207.0,1.0,1
-17.738574431504954,-30.03076028581303,-30.90486365821991,68207.0,1.0,1
-17.738574431504954,-30.03076028581303,-30.90486365821991,68207.0,1.0,1
-17.738574431504954,-30.03076028581303,-30.90486365821991,68207.0,1.0,1
-17.738574431504954,-30.03076028581303,-30.90486365821991,68207.0,1.0,1
9.566297372974402,-0.8113603445121543,0.9809071378901315,68357.0,19.59,1
8.482586849504505,0.10379848039965922,-0.5103146605472546,69394.0,1.0,1
-3.5407857906506166,4.360069812090256,-3.0365821529359103,70071.0,227.3,1
0.28835135538703405,2.944834144071449,-2.213514350444796,70229.0,3.79,1
-0.200354319219203,2.4296324606730346,-1.047677983979831,70270.0,318.11,1
-0.3767963574388329,2.4133063750405497,-0.5465744410095681,70536.0,824.83,1
8.795201056186581,-3.455781933664133,-0.48646741841656427,70828.0,0.76,1
-4.210268854838299,3.8956700574218734,-1.8988194193045145,71033.0,426.4,1
-4.78320832739962,3.3867720326329662,-0.8996848606604717,72327.0,238.9,1
9.576939463649419,-1.3964858287197837,-0.1638553374986702,72824.0,45.03,1
-0.2090370502324781,2.094514089301837,-0.874287379751107,73408.0,16.48,1
-0.1777570167360807,2.384256526325587,-1.007821087312896,74159.0,76.94,1
-0.3073872294458795,1.609113763839681,-1.0769958002021938,74262.0,311.28,1
9.242758222371542,-0.6697002404291648,0.7532092501818569,75033.0,30.14,1
8.608001185004342,-3.4917733922317242,-0.33486432788627485,75556.0,29.95,1
-10.180786430584625,5.546099436220973,-3.348115533489538,75581.0,124.53,1
-11.539909624029171,4.977826689038512,-2.178821717624958,75851.0,99.85,1
-12.055883078821761,4.556410270493106,-1.2393026728315053,75978.0,99.9,1
-12.3970017605331,3.9975731189735217,-0.2980781418391023,76575.0,219.8,1
-12.918454949637745,3.544367042028088,0.4398528778658868,76826.0,254.76,1
8.554884498048029,0.09912675469706178,-0.5966938756571252,76845.0,1.0,1
8.494290393806095,0.07109696418643785,-0.570512790163241,76857.0,1.0,1
8.480196754295866,0.10813788475559094,-0.5256283825951888,76867.0,1.0,1
8.425046892056029,-0.15275225365788658,-0.37559482064219285,76876.0,1.0,1
9.151063442879638,-0.724141312844684,0.9064515685086791,77154.0,129.0,1
8.536483420675838,0.10087499916345455,-0.5966782399719388,77171.0,1.0,1
1.7682443265241492,1.9995786647714953,-1.4010339956477733,77182.0,1.0,1
8.48003546758555,0.03126447655574305,-0.5856014464056094,77202.0,1.0,1
-13.069478509485396,2.8102274577054107,1.6874100878250955,77627.0,106.9,1
-0.8318001154441408,1.1933344194873463,-0.4147863133098981,78725.0,60.0,1
8.830175817190277,-3.4105276994855274,-0.4540634450765597,79540.0,0.2,1
-0.005744962098583883,2.329352089888114,-0.948287840643314,81372.0,7.57,1
2.354680998224568,1.7116702498871739,-1.2464048359789095,82289.0,1.0,1
-8.10383915562349,6.20741918704711,-4.726844933663559,83934.0,1.0,1
-14.507936101755948,8.785688763160877,-6.8328692811473974,84204.0,0.0,1
-14.507936101755948,8.785688763160877,-6.8328692811473974,84204.0,0.0,1
-14.665701588759628,8.702225427231022,-6.463475123423384,84204.0,512.25,1
-14.665701588759628,8.702225427231022,-6.463475123423384,84204.0,512.25,1
-14.807347043236181,7.174616079143547,-3.804215905948017,84694.0,12.31,1
9.370679690873384,-0.8835004990347676,1.4047741713798083,84789.0,354.33,1
-0.839343622460099,-1.121402951491513,-3.182544840008008,85181.0,2.0,1
-17.639711565596453,6.01234333365595,-1.1533512739970446,85285.0,0.0,1
-17.639711565596453,6.01234333365595,-1.1533512739970446,85285.0,0.0,1
-17.64251917110481,6.026756476779293,-1.134072046376722,85285.0,252.92,1
-17.64251917110481,6.026756476779293,-1.134072046376722,85285.0,252.92,1
-8.556352895465555,5.758464940226766,-3.8483583336088225,85573.0,1.0,1
-9.07815950879191,5.291481456624433,-2.758916882984285,85576.0,240.77,1
-9.57092471473359,4.811181253870011,-1.900581196589555,85864.0,1.0,1
-9.540296906316268,3.990016988648324,-0.4498781080569054,85867.0,310.42,1
7.9204033460419065,-6.1130089273704025,-1.6727528890297105,86376.0,323.77,1
8.777577252060722,-0.4844096469334642,0.6891816120607236,87202.0,451.27,1
9.65525529326008,-0.32748486213178285,-0.20458939799187825,87883.0,829.41,1
-6.814128357913972,3.707727722796964,-4.763344688489196,88672.0,1.18,1
8.90462117092693,-0.11938362445281236,-0.18517411192960243,88737.0,9.21,1
7.093958457897633,-9.698500386244651,-8.139946320388251,90676.0,6.99,1
0.9043559086077781,-1.261896221543236,-3.495949223165047,91075.0,38.76,1
-7.359231905193386,3.248033288754458,-3.8766572924107825,91407.0,52.69,1
8.161876196003812,0.6067321743908072,-2.0148911998397354,91502.0,1.0,1
7.765229056742157,0.5409553778855911,-1.4543683647021763,91524.0,1.0,1
-0.6357398441647,-5.821063759129095,-7.882438445693278,91554.0,261.22,1
-2.151413927900741,1.9962106818977516,-0.47041539553266776,92092.0,18.0,1
-2.756687998386745,1.5460112975706197,0.6032084480979675,92102.0,600.73,1
-28.049926096873893,13.333082101866477,-9.977267245913252,93742.0,1.0,1
-28.808410267573908,13.144758229548762,-9.853835507412146,93823.0,75.86,1
-29.45240439109465,12.878007544697295,-9.36140538782821,93824.0,8.54,1
-29.916405125085337,12.482144492108755,-8.617146344372921,93834.0,0.01,1
-32.17236483336488,10.139425992871441,-4.521410029903491,93853.0,44.9,1
-32.17236483336488,10.139425992871441,-4.521410029903491,93853.0,44.9,1
-32.00162206614178,10.009553007003142,-4.235365206486586,93853.0,316.06,1
-32.00162206614178,10.009553007003142,-4.235365206486586,93853.0,316.06,1
-30.572490564290074,10.398022517858369,-4.837930110120601,93856.0,209.65,1
-35.5003746972687,7.631427368558059,0.2003048643437304,93860.0,78.0,1
-35.5003746972687,7.631427368558059,0.2003048643437304,93860.0,78.0,1
-35.55138822069698,7.683569577207889,0.17645341689816418,93860.0,188.52,1
-35.55138822069698,7.683569577207889,0.17645341689816418,93860.0,188.52,1
-37.06721164827019,5.586687520819962,3.9823705047678715,93879.0,30.31,1
-37.06721164827019,5.586687520819962,3.9823705047678715,93879.0,30.31,1
-37.394556631507456,5.845168520974543,3.715093912170394,93879.0,104.03,1
-37.394556631507456,5.845168520974543,3.715093912170394,93879.0,104.03,1
-32.86945998235393,8.142420389291763,-0.7521402203674536,93888.0,1.0,1
-34.3785704154148,5.325119631974287,-1.715152602094771,93897.0,1.0,1
-34.338045954531495,4.554121765172198,-0.45105145719493955,93904.0,37.93,1
-36.47684131878927,2.0700815139741313,-2.045969970305695,93920.0,97.0,1
-36.42736483396919,1.3691170413716502,-0.5386238795224023,93965.0,11.4,1
-36.8232774911837,-2.4156119927918054,-0.028467199699545365,94141.0,45.48,1
-50.707499076420305,-28.78889249861205,4.437555187053837,94362.0,1.0,1
-50.707499076420305,-28.78889249861205,4.437555187053837,94362.0,1.0,1
-50.707499076420305,-28.78889249861205,4.437555187053837,94362.0,1.0,1
-50.707499076420305,-28.78889249861205,4.437555187053837,94362.0,1.0,1
-40.022200085392896,-8.672285037756133,-1.0644439615730181,94364.0,1.0,1
9.24523420052109,-0.5855131438218633,0.3484304419289187,94625.0,33.76,1
8.438134574600188,-0.15460973917575382,-0.14639128601271634,94952.0,571.48,1
-41.19211619508367,-11.776721075924586,-1.7383702261429528,95559.0,1.63,1
-41.69413448309983,-12.168025067621944,-0.9735836623805472,95628.0,1.63,1
-2.7100589719978494,-2.0651349118320987,-5.336630583492553,96135.0,18.96,1
-5.6628939884747975,-10.212842438253205,-8.901629000775918,96291.0,33.59,1
-5.183672978662694,-11.408881555676716,-6.5210816101626365,96717.0,1.0,1
-42.28135934399117,-12.468712483344307,-0.4526213868438509,97121.0,8.64,1
-42.05749160245631,-13.421034835208212,1.156801728680669,97235.0,9.82,1
-45.293892869390916,-21.379930298156026,-2.9583871969952114,100223.0,2.28,1
-45.670334033999325,-25.170677351186114,-2.277916274764566,100298.0,1.0,1
-4.4404860339157,-2.2885656562123016,-6.6519732646741625,100501.0,0.76,1
-47.506326970932975,-34.267701618171685,-4.419996229601154,100924.0,1.0,1
8.92147735616242,-1.9330060738390165,0.10965948825662197,101051.0,0.92,1
-50.83468756845588,-42.16888512627069,-8.469226392079682,101313.0,2.28,1
-0.09038615718003662,3.129670152366491,-2.465867073827714,101597.0,147.87,1
-53.56190527412663,-53.803217140525035,-12.183060898604928,102114.0,0.0,1
-0.44066533859352575,2.572265489044094,-1.501285409213683,102318.0,22.04,1
-12.13835862736114,8.036588641811514,-7.045339646739379,102480.0,0.0,1
-12.985803058639558,7.860370759135163,-6.6589350202041055,102489.0,104.0,1
-13.422269256897629,7.480049257396958,-5.9424372782199155,102542.0,2.28,1
-54.66513971016403,-56.94986426616429,-12.396009257379303,102572.0,0.01,1
-13.564681405966475,6.775294656989853,-4.6315389615322715,102619.0,1.0,1
-14.065871978272249,6.231377749018124,-3.411552522109627,102622.0,346.94,1
-13.846979436415413,5.266345559726745,-2.017384020338726,102625.0,7.59,1
-15.37896789246101,5.759974984607122,-2.9310965351208482,102669.0,0.0,1
-15.91255026893894,5.41661387525241,-2.0501856885574314,102671.0,0.0,1
-16.41509058607728,4.963090246080544,-1.096278377046006,102676.0,119.74,1
-2.819151368411932,0.16478402780289603,0.45845056256039285,103808.0,2.27,1
-4.646241209734011,5.0882224636851605,-4.584705122387565,109297.0,0.0,1
-5.302342977534169,4.723848201166965,-3.7120072898395833,109298.0,186.13,1
9.194176203517562,-0.5723142148912645,0.3393392733611619,110087.0,1.0,1
-5.231315764432118,3.8575709306699375,-2.1948615042069086,110547.0,0.76,1
-5.131395972604663,2.99090681875598,-0.6309073655571502,110552.0,80.22,1
8.974722084335893,-0.43738385635683386,0.08888175690553779,110617.0,635.1,1
-3.197137274332528,4.0138287471150855,-2.924106212942477,115691.0,17.06,1
-1.800709761069621,3.7487828148001965,-2.7178893905105177,116067.0,65.0,1
-4.9811125407416235,-2.5375722786063974,-5.682012441241681,118532.0,105.89,1
-5.480864775290616,-3.003923286092102,-4.746930240467158,118603.0,105.89,1
-4.1692680462209974,3.954083479192314,-2.847678258491232,121238.0,144.62,1
8.889026701342177,-1.1840872470711323,2.6842579252293337,122608.0,2125.87,1
-1.0582060349395466,3.292447078962745,-2.293973994982565,123078.0,11.0,1
-15.651848829491591,3.698322054170232,1.0899701775990436,123525.0,45.51,1
1.3188900975033482,2.298289477804116,-1.6984167028815491,125200.0,40.0,1
8.655638851772613,0.013747758079722283,-0.4854168896204225,125612.0,3.22,1
7.607796792266712,0.014327200914302951,-2.5131375614898355,125658.0,0.0,1
